album,song,lyric,section
The Tortured Poets Department,But Daddy I Love Him,I don't cater to all these vipers dressed in empire's clothing,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,God save the most judgmental creeps,[Bridge]
The Tortured Poets Department,But Daddy I Love Him,Who say they want what's best for me,[Bridge]
The Tortured Poets Department,But Daddy I Love Him,Sanctimoniously performing soliloquies I'll never see,[Bridge]
The Tortured Poets Department,But Daddy I Love Him,Thinking it can change the beat of my heart when he touches me,[Bridge]
The Tortured Poets Department,But Daddy I Love Him,And counteract the chemistry,[Bridge]
The Tortured Poets Department,But Daddy I Love Him,And undo the destiny,[Bridge]
The Tortured Poets Department,But Daddy I Love Him,You ain't gotta pray for me,[Bridge]
The Tortured Poets Department,But Daddy I Love Him,Me and my wild boy,[Bridge]
The Tortured Poets Department,But Daddy I Love Him,And all of this wild joy,[Bridge]
The Tortured Poets Department,But Daddy I Love Him,If all you want is gray for me,[Bridge]
The Tortured Poets Department,But Daddy I Love Him,It's just white noise,[Bridge]
The Tortured Poets Department,But Daddy I Love Him,It's just my choice,[Bridge]
The Tortured Poets Department,But Daddy I Love Him,There's a lot of people in town that I bestow upon my fakest smiles,[Verse 3]
The Tortured Poets Department,But Daddy I Love Him,Scandal does funny things to pride but brings lovers closer,[Verse 3]
The Tortured Poets Department,But Daddy I Love Him,We came back when the heat died down,[Verse 3]
The Tortured Poets Department,But Daddy I Love Him,Went to my parents and they came around,[Verse 3]
The Tortured Poets Department,But Daddy I Love Him,All the wine moms are still holding out,[Verse 3]
The Tortured Poets Department,But Daddy I Love Him,"But fuck 'em, it's over",[Verse 3]
The Tortured Poets Department,But Daddy I Love Him,Now I'm dancing in my dress in the sun and,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,Even my daddy just loves him,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,I'm his lady,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,And oh my God you should see your faces,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,"Time, doesn't it give some perspective",[Chorus]
The Tortured Poets Department,But Daddy I Love Him,I know you can't come to the wedding,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,I know it's crazy but he's the one I love,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,I'll tell you something right now,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,You ain't gotta pray for me,[Chorus]
The Tortured Poets Department,But Daddy I Love Him,"Me and my wild boy, and all of this wild joy",[Chorus]
The Tortured Poets Department,But Daddy I Love Him,"It's all you want, it's gray for me",[?] it was revelry
The Tortured Poets Department,But Daddy I Love Him,"It's just white noise, it's my choice",[?] it was revelry
The Tortured Poets Department,But Daddy I Love Him,"Screaming, ""But, daddy, I love him""",[Outro]
The Tortured Poets Department,But Daddy I Love Him,I'm having this baby,[Outro]
The Tortured Poets Department,But Daddy I Love Him,"No, I'm not",[Outro]
The Tortured Poets Department,But Daddy I Love Him,But you should see your faces,[Outro]
The Tortured Poets Department,But Daddy I Love Him,And oh my God you should see your faces,[Outro]
The Tortured Poets Department,Fresh Out the Slammer,Now pretty baby,[Chorus]
The Tortured Poets Department,Fresh Out the Slammer,I'm running back home to you,[Chorus]
The Tortured Poets Department,Fresh Out the Slammer,"Fresh out the slammer, I know who my first call will be to",[Chorus]
The Tortured Poets Department,Fresh Out the Slammer,"(Fresh out the slammer, oh)",[Chorus]
The Tortured Poets Department,Fresh Out the Slammer,"Another summer, taking cover, rolling thunder",[Verse 1]
The Tortured Poets Department,Fresh Out the Slammer,He don't understand me,[Verse 1]
The Tortured Poets Department,Fresh Out the Slammer,"Splintered back in winter, silent dinners, bitter",[Verse 1]
The Tortured Poets Department,Fresh Out the Slammer,He was with her in dreams,[Verse 1]
The Tortured Poets Department,Fresh Out the Slammer,Gray and blue and fights and tunnels,[Verse 1]
The Tortured Poets Department,Fresh Out the Slammer,Handcuffed to the spell I was under,[Verse 1]
The Tortured Poets Department,Fresh Out the Slammer,For just one hour of sunshine,[Verse 1]
The Tortured Poets Department,Fresh Out the Slammer,"Years of labor, locks and ceilings",[Verse 1]
The Tortured Poets Department,Fresh Out the Slammer,In the shade of how he was feeling,[Verse 1]
The Tortured Poets Department,Fresh Out the Slammer,"But it's gonna be alright, I did my time",[Verse 1]
The Tortured Poets Department,Fresh Out the Slammer,Now pretty baby,[Chorus]
The Tortured Poets Department,Fresh Out the Slammer,I'm running back home to you,[Chorus]
The Tortured Poets Department,Fresh Out the Slammer,"Fresh out the slammer, I know who my first call will be to",[Chorus]
The Tortured Poets Department,Fresh Out the Slammer,"(Fresh out the slammer, oh)",[Chorus]
The Tortured Poets Department,Fresh Out the Slammer,"Camera flashes, welcome bashes",[Verse 2]
The Tortured Poets Department,Fresh Out the Slammer,"Get the matches, toss the ashes off the ledge",[Verse 2]
The Tortured Poets Department,Fresh Out the Slammer,"As I said in my letters, now that I know better",[Verse 2]
The Tortured Poets Department,Fresh Out the Slammer,I will never lose my baby again,[Verse 2]
The Tortured Poets Department,Fresh Out the Slammer,"My friends tried, but I wouldn't hear it",[Verse 2]
The Tortured Poets Department,Fresh Out the Slammer,Watched me daily disappearing,[Verse 2]
The Tortured Poets Department,Fresh Out the Slammer,For just one glimpse of his smile,[Verse 2]
The Tortured Poets Department,Fresh Out the Slammer,All those nights you kept me goin',[Verse 2]
The Tortured Poets Department,Fresh Out the Slammer,Swirled you into all of my poems,[Verse 2]
The Tortured Poets Department,Fresh Out the Slammer,"Now we're at the starting line, I did my time",[Verse 2]
The Tortured Poets Department,Fresh Out the Slammer,Now pretty baby,[Chorus]
The Tortured Poets Department,Fresh Out the Slammer,I'm runnin',[Chorus]
The Tortured Poets Department,Fresh Out the Slammer,To the house where you still wait up and that porch light gleams (Gleams),[Outro]
The Tortured Poets Department,Fresh Out the Slammer,To the one who says I'm the girl of his American dreams,[Outro]
The Tortured Poets Department,Fresh Out the Slammer,"And no matter what I've done, it wouldn't matter anyway",[Outro]
The Tortured Poets Department,Fresh Out the Slammer,"Ain't no way I'm gonna screw up, now that I know what's at stake here",[Outro]
The Tortured Poets Department,Fresh Out the Slammer,At the park where we used to sit on children's swings,[Outro]
The Tortured Poets Department,Fresh Out the Slammer,Wearing imaginary rings,[Outro]
The Tortured Poets Department,Fresh Out the Slammer,"But it's gonna be alright, I did my time",[Outro]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),You can beat the heat if you beat the charges too,[Verse 1: Taylor Swift]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"They said I was a cheat, I guess it must be true",[Verse 1: Taylor Swift]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),And my friends all smell like weed or little babies,[Verse 1: Taylor Swift]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),And the city reeks of driving myself crazy,[Verse 1: Taylor Swift]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),Little did you know your home's really only,[Pre-Chorus: Taylor Swift]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),A town you're just a guest in,[Pre-Chorus: Taylor Swift]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),So you work your life away just to pay,[Pre-Chorus: Taylor Swift]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),For a time-share down in Destin,[Pre-Chorus: Taylor Swift]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),Florida,"[Chorus: Taylor Swift & Florence Welch, Taylor Swift]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),Is one hell of a drug,"[Chorus: Taylor Swift & Florence Welch, Taylor Swift]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),Florida,"[Chorus: Taylor Swift & Florence Welch, Taylor Swift]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),Can I use you up?,"[Chorus: Taylor Swift & Florence Welch, Taylor Swift]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),The hurricane with my name when it came,[Verse 2: Florence Welch]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),I got drunk and I dared it to wash me away,[Verse 2: Florence Welch]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),Barricaded in the bathroom with a bottle of wine,[Verse 2: Florence Welch]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"Well, me and my ghosts, we had a hell of a time",[Verse 2: Florence Welch]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"Yes, I'm haunted, but I'm feeling just fine",[Verse 2: Florence Welch]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),All my girls got their lace and their crimes,[Verse 2: Florence Welch]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),And your cheating husband disappeared,[Verse 2: Florence Welch]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"Well, no one asks any questions here",[Verse 2: Florence Welch]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),So I did my best to lay to rest,"[Verse 3: Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),All of the bodies that have ever been on my body,"[Verse 3: Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"And in my mind, they sink into the swamp","[Verse 3: Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),Is that a bad thing to say in a song?,"[Verse 3: Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),Little did you know your home's really only,[Pre-Chorus: Florence Welch]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),The town you'll get arrested,[Pre-Chorus: Florence Welch]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),So you pack your life away just to wait out,[Pre-Chorus: Florence Welch]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),The shitstorm back in Texas,[Pre-Chorus: Florence Welch]
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),Florida,"[Chorus: Taylor Swift & Florence Welch, Taylor Swift]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),Is one hell of a drug,"[Chorus: Taylor Swift & Florence Welch, Taylor Swift]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),Florida,"[Chorus: Taylor Swift & Florence Welch, Taylor Swift]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),Can I use you up?,"[Chorus: Taylor Swift & Florence Welch, Taylor Swift]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"I need to forget, so take me to Florida","[Bridge: Taylor Swift, Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"I've got some regrets, I'll bury them in Florida","[Bridge: Taylor Swift, Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"Tell me I'm despicable, say it's unforgivable","[Bridge: Taylor Swift, Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"At least the dolls are beautiful, fuck me up, Florida","[Bridge: Taylor Swift, Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"I need to forget, so take me to Florida","[Bridge: Taylor Swift, Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"I've got some regrets, I'll bury them in Florida","[Bridge: Taylor Swift, Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"Tell me I'm despicable, say it's unforgivable","[Bridge: Taylor Swift, Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),"What a crash, what a rush, fuck me up, Florida","[Bridge: Taylor Swift, Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),It's one hell of a drug,"[Bridge: Taylor Swift, Florence Welch, Taylor Swift & Florence Welch]"
The Tortured Poets Department,Florida!!! (feat. Florence + the Machine),It's one hell of a drug,"[Bridge: Taylor Swift, Florence Welch, Taylor Swift & Florence Welch]"
